Redshift,K-band mag,K-band dmag
 0.081, 14.996, 0.002
 0.191, 20.691, 0.284
 0.126, 19.858, 0.141
 0.115, 17.810, 0.023
 0.166, 20.770, 0.303
 0.199, 18.586, 0.046
 0.127, 20.847, 0.322
 0.189, 19.224, 0.081
 0.152, 21.887, 0.697
 0.159, 20.700, 0.287
 0.197, 18.606, 0.047
 0.185, 20.787, 0.307
 0.122, 20.808, 0.313
 0.191, 21.107, 0.395
 0.116, 20.564, 0.256
 0.186, 21.864, 0.687
 0.192, 18.967, 0.064
 0.185, 20.956, 0.351
 0.058, 21.289, 0.454
 0.157, 18.829, 0.057
 0.155, 21.393, 0.491
 0.163, 21.954, 0.730
 0.108, 19.994, 0.159
 0.165, 21.915, 0.711
 0.194, 19.639, 0.117
 0.194, 13.007, 0.000
 0.173, 21.138, 0.405
 0.181, 21.230, 0.435
 0.140, 21.312, 0.462
 0.145, 21.781, 0.648
 0.168, 17.170, 0.013
 0.166, 17.652, 0.020
 0.140, 21.958, 0.732
 0.139, 21.561, 0.555
 0.186, 21.388, 0.489
 0.178, 21.117, 0.399
 0.157, 21.936, 0.721
 0.134, 19.913, 0.148
 0.118, 19.199, 0.079
 0.150, 21.557, 0.553
 0.068, 20.727, 0.293
 0.097, 19.980, 0.157
 0.139, 21.277, 0.450
 0.098, 21.996, 0.751
 0.170, 17.312, 0.014
 0.182, 21.023, 0.370
 0.132, 15.451, 0.003
 0.157, 17.570, 0.018
 0.117, 20.180, 0.186
 0.184, 21.485, 0.525
 0.126, 20.284, 0.203
 0.177, 20.275, 0.202
 0.111, 18.509, 0.043
 0.172, 21.803, 0.659
 0.173, 21.011, 0.367
 0.022, 20.217, 0.192
 0.175, 19.169, 0.077
 0.137, 15.980, 0.004
 0.081, 19.060, 0.070
 0.052, 21.828, 0.670
 0.144, 19.029, 0.068
 0.104, 14.607, 0.001
 0.028, 19.558, 0.109
 0.184, 19.252, 0.083
 0.184, 20.354, 0.216
 0.161, 20.027, 0.163
 0.084, 20.520, 0.247
 0.164, 16.899, 0.010
 0.190, 18.836, 0.057
 0.183, 21.853, 0.682
 0.173, 21.142, 0.406
 0.034, 20.600, 0.264
 0.141, 20.182, 0.186
 0.187, 21.626, 0.582
 0.104, 17.130, 0.012
 0.169, 21.518, 0.538
 0.138, 20.224, 0.193
 0.176, 17.851, 0.024
 0.102, 20.720, 0.291
 0.193, 20.671, 0.280
 0.187, 21.399, 0.493
 0.180, 20.148, 0.181
 0.195, 15.293, 0.002
 0.151, 19.569, 0.110
 0.078, 21.597, 0.570
 0.086, 21.113, 0.397
 0.191, 20.559, 0.255
 0.153, 20.021, 0.163
 0.121, 21.676, 0.603
 0.143, 15.470, 0.003
 0.153, 13.747, 0.001
 0.192, 19.914, 0.148
 0.162, 20.886, 0.333
 0.169, 20.801, 0.311
 0.149, 19.668, 0.120
 0.159, 18.406, 0.039
 0.156, 17.786, 0.022
 0.169, 18.773, 0.054
 0.048, 16.513, 0.007
 0.169, 21.701, 0.613
 0.023, 14.332, 0.001
 0.170, 16.584, 0.007
 0.083, 21.809, 0.661
 0.085, 20.267, 0.200
 0.060, 21.816, 0.665
 0.145, 21.501, 0.531
 0.106, 19.349, 0.091
 0.172, 15.861, 0.004
 0.194, 20.327, 0.211
 0.129, 15.985, 0.004
 0.190, 17.422, 0.016
 0.182, 20.635, 0.272
 0.151, 21.127, 0.401
 0.086, 21.585, 0.565
 0.138, 14.927, 0.002
 0.174, 16.384, 0.006
 0.142, 17.161, 0.013
 0.197, 21.317, 0.464
 0.092, 20.880, 0.331
 0.048, 21.533, 0.544
 0.171, 19.351, 0.091
 0.060, 21.145, 0.407
 0.180, 16.945, 0.010
 0.104, 19.235, 0.082
 0.043, 21.526, 0.541
 0.145, 20.726, 0.293
 0.121, 17.063, 0.011
 0.172, 20.855, 0.325
 0.161, 17.931, 0.025
 0.197, 20.571, 0.258
 0.167, 19.782, 0.132
 0.092, 19.725, 0.126
 0.147, 19.806, 0.135
 0.107, 18.987, 0.066
 0.057, 19.572, 0.110
 0.056, 19.813, 0.136
 0.096, 18.203, 0.032
 0.139, 19.923, 0.149
 0.115, 21.298, 0.457
 0.174, 16.893, 0.010
 0.095, 21.630, 0.583
 0.129, 19.564, 0.109
 0.072, 15.604, 0.003
 0.062, 15.109, 0.002
 0.164, 19.251, 0.083
 0.139, 21.851, 0.680
 0.186, 21.238, 0.437
 0.116, 18.513, 0.043
 0.089, 21.370, 0.483
 0.077, 21.525, 0.541
 0.145, 19.885, 0.145
 0.188, 20.855, 0.324
 0.169, 20.899, 0.336
 0.077, 19.960, 0.154
 0.155, 21.937, 0.722
 0.065, 21.902, 0.705
 0.101, 21.815, 0.664
 0.099, 21.469, 0.519
 0.189, 20.299, 0.206
 0.131, 19.198, 0.079
 0.194, 21.186, 0.420
 0.140, 18.529, 0.044
 0.186, 21.727, 0.625
 0.155, 16.772, 0.009
 0.195, 20.204, 0.190
 0.134, 20.526, 0.249
 0.162, 20.898, 0.336
 0.127, 19.212, 0.080
 0.180, 21.541, 0.547
 0.084, 17.346, 0.015
 0.116, 21.073, 0.385
 0.199, 19.524, 0.106
 0.131, 21.229, 0.434
 0.196, 21.921, 0.714
 0.106, 21.068, 0.384
 0.151, 21.218, 0.431
 0.101, 19.876, 0.144
 0.140, 20.269, 0.201
 0.179, 17.552, 0.018
 0.165, 21.469, 0.519
 0.170, 21.119, 0.399
 0.100, 18.245, 0.034
 0.080, 18.396, 0.039
 0.138, 20.828, 0.318
 0.169, 21.402, 0.494
 0.104, 19.632, 0.116
 0.130, 20.391, 0.222
 0.020, 16.970, 0.011
 0.095, 21.566, 0.557
 0.198, 21.078, 0.387
 0.113, 21.263, 0.445
 0.176, 21.496, 0.530
 0.049, 21.895, 0.701
 0.050, 16.805, 0.009
 0.134, 20.346, 0.214
 0.151, 21.939, 0.723
 0.146, 19.895, 0.146
 0.144, 17.984, 0.027
 0.153, 19.216, 0.081
 0.016, 15.872, 0.004
 0.092, 17.002, 0.011
 0.194, 21.272, 0.448
 0.189, 19.895, 0.146
 0.178, 20.531, 0.250
 0.150, 19.137, 0.075
 0.177, 16.944, 0.010
 0.112, 21.350, 0.476
 0.153, 18.086, 0.029
 0.195, 18.615, 0.047
 0.178, 20.142, 0.180
 0.145, 19.920, 0.149
 0.196, 21.315, 0.463
 0.137, 18.807, 0.056
 0.168, 19.474, 0.101
 0.177, 21.388, 0.489
 0.087, 21.421, 0.501
 0.089, 18.716, 0.051
 0.175, 21.046, 0.377
 0.168, 20.635, 0.272
 0.187, 17.398, 0.016
 0.072, 18.298, 0.035
 0.123, 19.174, 0.078
 0.176, 18.892, 0.060
 0.199, 19.487, 0.102
 0.092, 20.074, 0.170
 0.099, 21.447, 0.511
 0.174, 21.921, 0.714
 0.112, 20.567, 0.257
 0.081, 16.672, 0.008
 0.172, 15.792, 0.004
 0.179, 20.046, 0.166
 0.197, 21.933, 0.720
 0.130, 20.473, 0.238
 0.188, 20.109, 0.175
 0.097, 21.638, 0.587
 0.084, 18.714, 0.051
 0.191, 15.167, 0.002
 0.189, 21.265, 0.446
 0.137, 17.987, 0.027
 0.068, 20.921, 0.342
 0.103, 19.945, 0.152
 0.113, 20.605, 0.265
 0.082, 20.070, 0.170
 0.045, 21.797, 0.656
 0.183, 21.338, 0.471
 0.186, 20.478, 0.239
 0.150, 21.135, 0.404
 0.179, 21.817, 0.665
 0.106, 20.541, 0.252
 0.195, 20.834, 0.319
 0.186, 14.849, 0.001
 0.075, 18.978, 0.065
 0.142, 17.523, 0.017
 0.162, 17.582, 0.018
 0.173, 16.678, 0.008
 0.061, 19.109, 0.073
 0.106, 20.889, 0.334
 0.175, 18.977, 0.065
 0.115, 21.481, 0.524
 0.121, 19.370, 0.092
 0.163, 18.639, 0.048
 0.119, 21.114, 0.398
 0.097, 21.109, 0.396
 0.115, 19.742, 0.128
 0.112, 20.856, 0.325
 0.072, 21.066, 0.383
 0.167, 20.276, 0.202
 0.175, 21.915, 0.711
 0.164, 20.819, 0.315
 0.192, 19.196, 0.079
 0.122, 17.034, 0.011
 0.162, 21.368, 0.482
 0.163, 14.483, 0.001
 0.144, 20.666, 0.279
 0.157, 15.265, 0.002
 0.125, 21.005, 0.365
 0.058, 18.494, 0.042
 0.107, 21.592, 0.568
 0.170, 21.669, 0.600
 0.130, 20.278, 0.202
 0.098, 20.069, 0.169
 0.123, 20.456, 0.235
 0.118, 19.597, 0.113
 0.082, 20.720, 0.291
 0.092, 18.955, 0.064
 0.081, 20.190, 0.188
 0.109, 20.742, 0.296
 0.134, 20.255, 0.198
 0.126, 20.348, 0.214
 0.101, 19.605, 0.113
 0.111, 21.974, 0.740
 0.127, 21.890, 0.699
 0.091, 21.240, 0.438
 0.197, 20.199, 0.189
 0.141, 21.120, 0.399
 0.151, 21.518, 0.538
 0.180, 21.790, 0.653
 0.076, 20.338, 0.213
 0.121, 21.993, 0.749
 0.096, 19.887, 0.145
 0.173, 15.076, 0.002
 0.193, 21.363, 0.480
 0.173, 19.957, 0.154
 0.186, 21.593, 0.568
 0.126, 21.758, 0.638
 0.170, 17.872, 0.024
 0.068, 15.231, 0.002
 0.080, 19.244, 0.083
 0.144, 18.111, 0.030
 0.168, 19.539, 0.107
 0.182, 18.295, 0.035
 0.194, 19.772, 0.131
 0.086, 20.560, 0.256
 0.084, 21.128, 0.402
 0.147, 19.079, 0.071
 0.152, 21.725, 0.624
 0.148, 21.789, 0.652
 0.142, 18.757, 0.053
 0.199, 19.533, 0.107
 0.046, 15.831, 0.004
 0.166, 20.437, 0.231
 0.094, 18.530, 0.044
 0.102, 19.375, 0.093
 0.177, 19.019, 0.068
 0.170, 19.738, 0.127
 0.140, 20.799, 0.310
 0.166, 18.577, 0.045
 0.138, 20.183, 0.187
 0.023, 20.824, 0.317
 0.191, 20.534, 0.250
 0.100, 16.468, 0.007
 0.078, 18.461, 0.041
 0.186, 21.466, 0.518
 0.158, 19.170, 0.077
 0.167, 18.670, 0.049
 0.136, 20.524, 0.248
 0.195, 21.782, 0.649
 0.182, 21.182, 0.419
 0.167, 20.053, 0.167
 0.115, 19.559, 0.109
 0.131, 16.463, 0.007
 0.135, 15.638, 0.003
 0.034, 20.231, 0.194
 0.185, 20.780, 0.306
 0.039, 16.720, 0.008
 0.074, 21.249, 0.441
 0.049, 19.605, 0.113
 0.162, 20.987, 0.360
 0.186, 15.641, 0.003
 0.081, 12.382, 0.000
 0.133, 17.625, 0.019
 0.144, 21.563, 0.556
 0.154, 20.854, 0.324
 0.146, 20.851, 0.324
 0.076, 18.161, 0.031
 0.186, 19.394, 0.094
 0.074, 21.740, 0.630
 0.050, 19.276, 0.085
 0.200, 18.933, 0.063
 0.146, 21.764, 0.641
 0.069, 18.370, 0.038
 0.107, 18.982, 0.065
 0.152, 21.601, 0.571
 0.064, 17.074, 0.012
 0.105, 21.921, 0.714
 0.139, 20.085, 0.172
 0.142, 15.868, 0.004
 0.163, 21.961, 0.733
 0.162, 19.834, 0.138
 0.156, 20.864, 0.327
 0.087, 17.979, 0.026
 0.149, 21.306, 0.460
 0.113, 21.540, 0.547
 0.106, 20.713, 0.290
 0.127, 17.647, 0.020
 0.184, 21.338, 0.471
 0.018, 15.153, 0.002
 0.199, 21.850, 0.680
 0.188, 18.318, 0.036
 0.117, 21.370, 0.482
 0.157, 19.769, 0.131
 0.114, 20.431, 0.230
 0.150, 20.170, 0.185
 0.026, 18.688, 0.050
 0.159, 21.673, 0.601
 0.163, 21.529, 0.543
 0.134, 20.851, 0.324
 0.146, 20.760, 0.301
 0.089, 20.391, 0.222
 0.194, 21.735, 0.628
 0.065, 20.228, 0.194
 0.149, 20.037, 0.165
 0.085, 21.993, 0.749
 0.174, 19.284, 0.086
 0.143, 19.453, 0.099
 0.175, 17.359, 0.015
 0.171, 21.349, 0.475
 0.086, 19.765, 0.130
 0.049, 20.681, 0.282
 0.175, 21.854, 0.682
 0.164, 20.958, 0.352
 0.098, 19.994, 0.159
 0.197, 14.964, 0.002
 0.138, 21.412, 0.498
 0.154, 20.466, 0.237
 0.085, 21.066, 0.383
 0.175, 19.375, 0.093
 0.185, 21.331, 0.469
 0.183, 21.266, 0.447
 0.128, 21.404, 0.495
 0.190, 19.783, 0.132
 0.156, 20.339, 0.213
 0.161, 17.900, 0.025
 0.168, 17.428, 0.016
 0.177, 21.171, 0.415
 0.180, 21.520, 0.539
 0.117, 20.733, 0.294
 0.146, 21.888, 0.698
 0.085, 21.492, 0.528
 0.125, 20.973, 0.356
 0.199, 20.514, 0.246
 0.188, 21.980, 0.742
 0.172, 20.821, 0.316
 0.190, 20.642, 0.273
 0.149, 17.382, 0.015
 0.107, 20.328, 0.211
 0.098, 21.317, 0.464
 0.054, 21.151, 0.409
 0.145, 20.740, 0.296
 0.041, 21.646, 0.590
 0.156, 18.555, 0.045
 0.155, 15.946, 0.004
 0.141, 19.854, 0.141
 0.127, 20.502, 0.244
 0.138, 18.565, 0.045
 0.175, 12.777, 0.000
 0.057, 18.690, 0.050
 0.198, 21.703, 0.614
 0.110, 20.978, 0.358
 0.188, 21.277, 0.450
 0.131, 19.670, 0.120
 0.133, 20.826, 0.317
 0.162, 21.602, 0.572
 0.169, 21.383, 0.487
 0.172, 21.297, 0.457
 0.073, 15.549, 0.003
 0.136, 17.800, 0.022
 0.135, 19.265, 0.084
 0.170, 17.786, 0.022
 0.103, 19.950, 0.153
 0.135, 21.222, 0.432
 0.136, 17.754, 0.022
 0.100, 21.165, 0.414
 0.123, 21.929, 0.718
 0.164, 20.806, 0.312
 0.139, 21.692, 0.610
 0.198, 21.393, 0.491
 0.049, 17.161, 0.013
 0.158, 21.508, 0.534
 0.091, 15.533, 0.003
 0.186, 21.359, 0.479
 0.168, 20.480, 0.239
 0.097, 21.002, 0.364
 0.150, 19.968, 0.155
 0.074, 21.934, 0.720
 0.040, 18.134, 0.030
 0.065, 12.379, 0.000
 0.192, 21.507, 0.534
 0.168, 21.605, 0.573
 0.091, 21.776, 0.646
 0.166, 19.533, 0.107
 0.191, 20.504, 0.244
 0.148, 21.426, 0.503
 0.177, 21.613, 0.576
 0.156, 16.496, 0.007
 0.185, 21.646, 0.590
 0.145, 19.807, 0.135
 0.175, 19.770, 0.131
 0.084, 21.617, 0.578
 0.137, 16.694, 0.008
 0.192, 13.696, 0.001
 0.168, 21.965, 0.735
 0.143, 19.358, 0.091
 0.114, 21.419, 0.500
 0.129, 17.430, 0.016
 0.116, 21.609, 0.575
 0.125, 21.457, 0.515
 0.149, 17.882, 0.024
 0.171, 21.605, 0.573
 0.130, 18.366, 0.038
 0.174, 21.009, 0.366
 0.174, 16.504, 0.007
 0.179, 19.204, 0.080
 0.139, 21.624, 0.581
 0.063, 19.392, 0.094
 0.193, 21.273, 0.449
 0.124, 21.362, 0.480
 0.158, 19.958, 0.154
 0.187, 19.119, 0.074
 0.188, 21.420, 0.501
 0.072, 16.343, 0.006
 0.151, 17.743, 0.021
 0.160, 16.995, 0.011
 0.056, 21.808, 0.661
 0.153, 16.382, 0.006
 0.075, 17.271, 0.014
 0.174, 21.796, 0.655
 0.129, 21.514, 0.536
 0.175, 21.787, 0.651
 0.169, 18.424, 0.040
 0.111, 19.084, 0.072
 0.173, 21.391, 0.490
 0.190, 14.706, 0.001
 0.187, 19.834, 0.139
 0.174, 21.332, 0.469
 0.173, 19.421, 0.097
 0.128, 15.620, 0.003
 0.164, 21.512, 0.536
 0.166, 21.917, 0.712
 0.103, 18.500, 0.042
 0.144, 20.383, 0.221
 0.181, 18.918, 0.062
 0.178, 18.816, 0.056
 0.198, 19.353, 0.091
 0.189, 20.891, 0.334
 0.160, 20.898, 0.336
 0.162, 19.652, 0.118
 0.051, 20.176, 0.186
 0.182, 17.997, 0.027
 0.076, 18.208, 0.033
 0.179, 21.632, 0.584
 0.198, 16.992, 0.011
 0.108, 21.138, 0.405
 0.100, 20.097, 0.174
 0.065, 18.122, 0.030
 0.182, 16.549, 0.007
 0.107, 20.464, 0.236
 0.141, 15.468, 0.003
 0.049, 16.461, 0.007
 0.172, 20.389, 0.222
 0.157, 21.119, 0.399
 0.176, 18.534, 0.044
 0.160, 17.409, 0.016
 0.166, 18.358, 0.037
 0.128, 18.775, 0.054
 0.080, 20.585, 0.261
 0.140, 21.985, 0.745
 0.124, 18.328, 0.036
 0.122, 17.843, 0.023
 0.186, 19.952, 0.153
 0.148, 21.716, 0.620
 0.104, 21.854, 0.682
 0.195, 19.664, 0.119
 0.187, 18.936, 0.063
 0.086, 21.463, 0.517
 0.159, 20.178, 0.186
 0.108, 19.749, 0.129
 0.192, 21.837, 0.674
 0.072, 21.843, 0.677
 0.065, 21.380, 0.486
 0.160, 21.753, 0.636
 0.188, 17.762, 0.022
 0.123, 20.282, 0.203
 0.164, 20.725, 0.292
 0.058, 14.459, 0.001
 0.187, 21.822, 0.667
 0.158, 21.958, 0.732
 0.041, 21.502, 0.532
 0.119, 19.392, 0.094
 0.116, 20.238, 0.196
 0.158, 20.615, 0.267
 0.122, 19.214, 0.080
 0.115, 18.268, 0.034
 0.085, 20.428, 0.229
 0.060, 15.991, 0.004
 0.053, 21.096, 0.392
 0.088, 20.235, 0.195
 0.169, 21.452, 0.513
 0.176, 18.556, 0.045
 0.155, 16.796, 0.009
 0.103, 20.809, 0.313
 0.153, 15.281, 0.002
 0.156, 19.983, 0.157
 0.145, 21.830, 0.671
 0.199, 18.594, 0.046
 0.179, 18.662, 0.049
 0.136, 20.433, 0.230
 0.184, 21.529, 0.543
 0.177, 19.632, 0.116
 0.083, 19.558, 0.109
 0.051, 18.731, 0.052
 0.160, 18.774, 0.054
 0.122, 21.396, 0.492
 0.156, 21.395, 0.492
 0.199, 20.901, 0.337
 0.163, 18.142, 0.031
 0.070, 20.756, 0.300
 0.040, 21.385, 0.488
 0.155, 15.835, 0.004
 0.180, 21.383, 0.487
 0.152, 21.672, 0.601
 0.170, 18.853, 0.058
 0.172, 18.975, 0.065
 0.161, 21.600, 0.571
 0.155, 19.809, 0.135
 0.166, 21.936, 0.721
 0.063, 21.378, 0.485
 0.076, 19.812, 0.136
 0.084, 19.053, 0.070
 0.184, 17.880, 0.024
 0.178, 21.071, 0.384
 0.161, 19.220, 0.081
 0.051, 19.963, 0.155
 0.062, 18.664, 0.049
 0.175, 20.327, 0.211
 0.135, 21.810, 0.662
 0.172, 20.428, 0.229
 0.183, 21.025, 0.371
 0.141, 20.352, 0.215
 0.187, 18.449, 0.040
 0.160, 17.873, 0.024
 0.131, 21.854, 0.682
 0.130, 21.433, 0.506
 0.118, 20.013, 0.162
 0.162, 18.851, 0.058
 0.138, 20.074, 0.170
 0.073, 21.568, 0.558
 0.069, 21.865, 0.687
 0.144, 21.411, 0.497
 0.149, 19.163, 0.077
 0.034, 19.952, 0.153
 0.075, 21.441, 0.509
 0.088, 21.028, 0.372
 0.174, 13.325, 0.000
 0.174, 21.297, 0.457
 0.199, 21.605, 0.573
 0.036, 17.130, 0.012
 0.162, 12.908, 0.000
 0.091, 19.697, 0.123
 0.122, 21.276, 0.450
 0.037, 21.323, 0.466
 0.122, 21.339, 0.471
 0.047, 18.790, 0.055
 0.169, 21.534, 0.544
 0.200, 18.985, 0.066
 0.137, 18.795, 0.055
 0.179, 16.818, 0.009
 0.047, 20.561, 0.256
 0.085, 20.108, 0.175
 0.131, 19.122, 0.074
 0.045, 20.972, 0.356
 0.172, 18.611, 0.047
 0.167, 19.528, 0.106
 0.136, 21.762, 0.640
 0.151, 17.660, 0.020
 0.118, 19.848, 0.140
 0.066, 21.460, 0.516
 0.140, 16.111, 0.005
 0.179, 21.546, 0.549
 0.173, 20.299, 0.206
 0.073, 21.367, 0.481
 0.085, 20.384, 0.221
 0.043, 10.696, 0.000
 0.150, 20.543, 0.252
 0.145, 18.048, 0.028
 0.108, 21.918, 0.713
 0.105, 21.840, 0.675
 0.131, 21.573, 0.560
 0.132, 19.614, 0.114
 0.191, 21.765, 0.641
 0.176, 20.531, 0.250
 0.186, 17.387, 0.015
 0.152, 20.826, 0.317
 0.140, 19.308, 0.087
 0.101, 20.557, 0.255
 0.037, 18.341, 0.037
 0.102, 17.973, 0.026
 0.170, 20.249, 0.197
 0.176, 20.273, 0.201
 0.100, 17.734, 0.021
 0.152, 19.447, 0.099
 0.184, 17.285, 0.014
 0.134, 19.770, 0.131
 0.108, 17.984, 0.027
 0.147, 17.313, 0.014
 0.194, 21.458, 0.515
 0.078, 20.995, 0.362
 0.186, 21.757, 0.638
 0.160, 21.090, 0.390
 0.161, 20.194, 0.188
 0.195, 21.336, 0.471
 0.199, 19.244, 0.083
 0.147, 21.562, 0.556
 0.124, 21.108, 0.396
 0.053, 13.823, 0.001
 0.186, 21.396, 0.492
 0.184, 15.284, 0.002
 0.119, 15.797, 0.004
 0.080, 20.001, 0.160
 0.189, 20.277, 0.202
 0.141, 21.933, 0.720
 0.093, 19.676, 0.121
 0.147, 19.492, 0.103
 0.198, 19.898, 0.146
 0.195, 17.156, 0.012
 0.134, 16.594, 0.007
 0.121, 19.287, 0.086
 0.086, 19.672, 0.120
 0.166, 20.667, 0.279
 0.174, 21.358, 0.478
 0.084, 14.262, 0.001
 0.040, 18.549, 0.044
 0.039, 20.917, 0.341
 0.148, 21.910, 0.708
 0.193, 21.394, 0.491
 0.136, 21.587, 0.566
 0.072, 20.665, 0.279
 0.156, 19.927, 0.150
 0.146, 21.489, 0.527
 0.127, 20.828, 0.317
 0.132, 21.672, 0.601
 0.168, 21.521, 0.539
 0.187, 20.460, 0.235
 0.160, 21.768, 0.643
 0.100, 20.319, 0.209
 0.147, 15.205, 0.002
 0.126, 20.682, 0.282
 0.067, 19.813, 0.136
 0.139, 20.098, 0.174
 0.189, 17.051, 0.011
 0.030, 21.721, 0.622
 0.159, 19.375, 0.093
 0.186, 21.965, 0.735
 0.053, 16.058, 0.005
 0.164, 17.041, 0.011
 0.147, 19.931, 0.151
 0.091, 21.845, 0.678
 0.186, 21.733, 0.627
 0.172, 19.125, 0.074
 0.159, 13.658, 0.000
 0.136, 17.505, 0.017
 0.183, 21.196, 0.423
 0.150, 21.143, 0.406
 0.164, 19.219, 0.081
 0.199, 21.174, 0.416
 0.172, 21.951, 0.728
 0.024, 20.591, 0.262
 0.158, 20.727, 0.293
 0.085, 19.120, 0.074
 0.180, 21.003, 0.365
 0.181, 18.662, 0.049
 0.101, 18.427, 0.040
 0.177, 17.353, 0.015
 0.170, 20.103, 0.174
 0.142, 18.805, 0.056
 0.143, 18.156, 0.031
 0.165, 19.758, 0.130
 0.186, 20.916, 0.341
 0.187, 21.692, 0.609
 0.110, 19.117, 0.074
 0.126, 20.704, 0.287
 0.039, 18.324, 0.036
 0.020, 17.531, 0.018
 0.192, 19.743, 0.128
 0.123, 21.284, 0.453
 0.096, 21.627, 0.582
 0.151, 20.656, 0.276
 0.103, 21.973, 0.739
 0.158, 20.259, 0.199
 0.174, 14.978, 0.002
 0.146, 21.403, 0.495
 0.190, 21.940, 0.723
 0.192, 21.215, 0.430
 0.186, 18.104, 0.030
 0.152, 21.424, 0.502
 0.148, 19.810, 0.136
 0.152, 20.722, 0.292
 0.183, 13.906, 0.001
 0.197, 21.238, 0.437
 0.190, 20.959, 0.352
 0.105, 19.182, 0.078
 0.061, 12.946, 0.000
 0.033, 18.455, 0.041
 0.053, 19.756, 0.129
 0.113, 20.223, 0.193
 0.068, 18.491, 0.042
 0.198, 21.430, 0.505
 0.179, 21.240, 0.438
 0.163, 20.986, 0.360
 0.088, 20.732, 0.294
 0.098, 17.859, 0.024
 0.149, 20.852, 0.324
 0.189, 21.355, 0.477
 0.174, 21.968, 0.737
 0.162, 21.663, 0.597
 0.133, 19.695, 0.123
 0.120, 20.745, 0.297
 0.148, 21.414, 0.499
 0.184, 20.872, 0.329
 0.193, 21.567, 0.558
 0.063, 19.632, 0.116
 0.129, 20.066, 0.169
 0.155, 21.257, 0.443
 0.198, 19.068, 0.071
 0.191, 17.046, 0.011
 0.196, 21.821, 0.667
 0.188, 19.651, 0.118
 0.099, 20.961, 0.353
 0.163, 21.319, 0.465
 0.191, 20.309, 0.208
 0.065, 21.842, 0.677
 0.094, 20.507, 0.245
 0.150, 20.514, 0.246
 0.087, 16.667, 0.008
 0.134, 20.724, 0.292
 0.135, 18.552, 0.044
 0.093, 19.502, 0.104
 0.096, 16.944, 0.010
 0.177, 21.373, 0.484
 0.096, 20.097, 0.174
 0.195, 19.865, 0.142
 0.166, 16.719, 0.008
 0.113, 20.392, 0.222
 0.083, 16.550, 0.007
 0.176, 17.038, 0.011
 0.083, 20.945, 0.349
 0.199, 20.499, 0.243
 0.138, 21.982, 0.744
 0.189, 21.041, 0.376
 0.145, 20.081, 0.171
 0.155, 21.715, 0.620
 0.153, 17.405, 0.016
 0.134, 17.667, 0.020
 0.068, 14.638, 0.001
 0.141, 15.631, 0.003
 0.081, 20.456, 0.235
 0.185, 18.267, 0.034
 0.115, 20.967, 0.354
 0.131, 18.979, 0.065
 0.106, 21.763, 0.640
 0.118, 21.916, 0.711
 0.062, 19.716, 0.125
 0.141, 17.254, 0.014
 0.117, 19.393, 0.094
 0.090, 21.594, 0.569
 0.174, 14.281, 0.001
 0.190, 20.231, 0.194
 0.169, 19.653, 0.118
 0.081, 20.627, 0.270
 0.196, 18.708, 0.051
 0.067, 20.556, 0.255
 0.063, 21.117, 0.399
 0.180, 20.267, 0.200
 0.056, 15.544, 0.003
 0.084, 16.685, 0.008
 0.154, 20.604, 0.265
 0.142, 18.095, 0.029
 0.194, 21.795, 0.655
 0.108, 17.731, 0.021
 0.116, 19.238, 0.082
 0.130, 18.756, 0.053
 0.192, 21.300, 0.458
 0.160, 15.841, 0.004
 0.178, 21.871, 0.690
 0.077, 20.808, 0.313
 0.198, 21.866, 0.688
 0.151, 21.581, 0.563
 0.102, 20.039, 0.165
 0.181, 20.987, 0.360
 0.082, 19.214, 0.080
 0.198, 19.191, 0.079
 0.058, 19.424, 0.097
 0.169, 21.515, 0.537
 0.102, 21.521, 0.539
 0.127, 21.779, 0.648
 0.127, 21.761, 0.639
 0.140, 21.294, 0.456
 0.183, 13.465, 0.000
 0.175, 19.237, 0.082
 0.046, 21.827, 0.669
 0.154, 13.475, 0.000
 0.196, 19.025, 0.068
 0.183, 18.465, 0.041
 0.080, 18.852, 0.058
 0.179, 19.740, 0.128
 0.154, 20.785, 0.307
 0.192, 15.173, 0.002
 0.129, 19.724, 0.126
 0.181, 20.809, 0.313
 0.173, 16.652, 0.008
 0.175, 20.485, 0.240
 0.194, 18.773, 0.054
 0.066, 20.655, 0.276
 0.072, 17.157, 0.012
 0.133, 21.705, 0.615
 0.181, 21.491, 0.528
 0.195, 21.060, 0.381
 0.140, 16.909, 0.010
 0.160, 13.310, 0.000
 0.181, 21.699, 0.613
 0.194, 19.879, 0.144
 0.171, 21.104, 0.395
 0.135, 19.002, 0.067
 0.164, 21.750, 0.635
 0.163, 19.692, 0.122
 0.181, 19.486, 0.102
 0.199, 17.100, 0.012
 0.152, 16.702, 0.008
 0.186, 17.349, 0.015
 0.034, 12.155, 0.000
 0.194, 20.451, 0.234
 0.119, 21.757, 0.638
 0.163, 17.545, 0.018
 0.177, 18.449, 0.040
 0.138, 21.656, 0.594
 0.115, 21.838, 0.674
 0.173, 21.114, 0.398
 0.064, 21.830, 0.671
 0.100, 19.138, 0.075
 0.188, 20.339, 0.213
 0.167, 20.472, 0.238
 0.172, 19.692, 0.122
 0.158, 17.679, 0.020
 0.114, 17.561, 0.018
 0.109, 20.254, 0.198
 0.154, 20.099, 0.174
 0.191, 19.362, 0.092
 0.181, 21.380, 0.486
 0.151, 21.408, 0.497
 0.106, 18.120, 0.030
 0.187, 19.293, 0.086
 0.188, 21.836, 0.674
